age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
35,7,2,1,0,1742,1,0,0,31,5,39,2,-1,0,3,no
27,8,2,1,0,3,0,0,0,28,4,131,1,-1,0,3,no
44,3,1,0,0,0,0,0,1,31,5,21,38,-1,0,3,no
32,4,2,2,0,47,0,0,0,19,1,133,4,-1,0,3,no
36,1,1,1,0,1587,1,0,0,28,5,200,2,-1,0,3,no
35,9,1,1,0,1508,0,0,0,28,5,339,8,-1,0,3,no
32,7,1,1,1,-684,1,0,2,27,8,298,3,-1,0,3,no
29,7,2,1,0,0,1,0,2,20,8,227,9,-1,0,3,no
29,4,1,2,0,16232,0,0,2,28,8,39,4,-1,0,3,no
41,1,1,0,0,-252,1,0,2,29,8,166,5,-1,0,3,no
41,6,1,1,0,1,0,0,0,19,1,55,4,-1,0,3,no
56,11,1,3,0,33,0,0,1,31,5,26,15,-1,0,3,no
56,9,0,1,0,0,0,0,0,26,1,471,8,-1,0,3,no
41,9,1,1,0,593,0,0,0,29,1,95,6,-1,0,3,no
36,9,1,1,0,1840,0,0,0,19,1,61,6,-1,0,3,no
32,9,1,2,0,0,0,1,0,24,5,184,6,-1,0,3,no
32,9,2,2,0,4,1,0,0,30,0,311,1,-1,0,3,no
30,9,1,2,0,702,0,1,0,31,5,40,29,-1,0,3,no
35,4,1,2,0,775,0,0,2,27,5,9,1,-1,0,3,no
46,0,1,1,0,1083,0,0,0,25,1,67,9,-1,0,3,no
36,0,2,1,0,47,0,1,0,9,5,36,6,-1,0,3,no
30,4,2,2,0,171,0,0,0,25,1,301,4,-1,0,3,no
36,4,1,1,0,122,1,0,2,19,8,39,7,-1,0,3,no
37,7,1,1,0,2915,0,0,0,26,8,314,2,-1,0,3,no
44,1,1,1,0,3610,1,0,2,29,8,23,15,-1,0,3,no
45,2,1,1,1,624,0,1,2,30,6,50,1,-1,0,3,no
49,1,1,0,0,-165,1,0,0,20,1,129,4,-1,0,3,no
38,9,1,1,0,0,0,0,0,28,1,82,4,-1,0,3,no
40,9,2,1,0,641,0,0,0,16,5,156,6,-1,0,3,no
44,4,1,2,0,0,0,0,0,26,1,130,4,-1,0,3,no
60,1,1,1,0,241,1,0,1,30,5,42,3,-1,0,3,no
30,9,2,2,0,0,0,0,0,28,1,262,6,-1,0,3,no
32,7,1,1,0,172,1,0,2,28,8,84,3,-1,0,3,no
28,7,1,1,0,376,0,1,1,29,5,49,4,-1,0,3,no
33,7,0,1,0,-395,1,0,2,27,8,161,2,-1,0,3,no
46,1,1,0,0,185,0,0,0,25,1,226,10,-1,0,3,no
25,7,2,1,0,7604,0,0,0,27,0,107,1,-1,0,3,no
32,4,1,2,0,7743,0,0,0,20,1,358,3,-1,0,3,no
52,9,1,1,0,230,1,1,0,21,9,89,4,-1,0,3,no
32,9,2,1,0,792,0,0,0,29,1,193,2,-1,0,3,no
43,4,1,3,0,5172,1,0,2,29,8,57,3,-1,0,3,no
26,1,1,0,0,5116,1,0,0,22,5,246,3,-1,0,3,no
38,7,1,1,0,797,1,0,0,20,0,62,4,-1,0,3,no
47,0,1,1,0,79,0,1,0,18,9,136,5,-1,0,3,no
45,6,1,1,0,396,0,0,0,28,1,238,1,-1,0,3,no
38,1,2,1,0,5891,1,0,2,27,8,160,3,-1,0,3,no
46,0,1,1,0,1083,0,0,0,25,1,67,9,-1,0,3,no
34,9,2,1,0,27,0,0,0,12,1,256,9,-1,0,3,no
34,9,2,2,0,144,1,1,0,23,0,115,16,-1,0,3,no
27,9,1,1,0,0,1,1,0,25,5,190,2,-1,0,3,no
56,4,1,2,0,-45,1,0,2,30,8,116,6,-1,0,3,no
42,4,2,2,0,1608,0,0,0,28,1,13,21,-1,0,3,no
28,0,1,1,0,1,1,0,0,24,5,50,4,-1,0,3,no
40,4,1,2,0,409,0,0,0,19,1,111,2,-1,0,3,no
39,1,2,0,0,656,1,0,0,18,8,190,6,-1,0,3,no
36,1,1,3,0,0,0,0,0,24,5,120,5,-1,0,3,no
34,3,1,0,0,4,0,0,0,20,1,55,4,-1,0,3,no
27,10,1,1,0,293,1,0,2,26,8,70,3,-1,0,3,no
58,6,1,2,0,0,0,0,0,27,1,16,28,-1,0,3,no
30,1,1,1,0,1131,1,1,2,27,6,148,5,-1,0,3,no
32,4,1,2,0,141,1,1,0,22,1,10,13,-1,0,3,no
35,1,1,1,0,674,1,0,2,30,8,274,2,-1,0,3,no
40,1,2,1,0,5483,0,0,0,29,5,76,2,-1,0,3,no
47,6,1,1,0,0,0,0,2,26,6,174,8,-1,0,3,no
39,4,1,2,0,278,0,1,0,28,5,60,3,-1,0,3,no
36,9,2,1,0,159,1,0,0,22,1,251,4,-1,0,3,no
26,1,1,1,0,1128,1,1,2,27,6,111,3,-1,0,3,no
34,8,2,0,0,3004,0,0,2,28,8,49,3,-1,0,3,no
57,1,1,0,0,23,1,0,1,31,5,25,8,-1,0,3,no
31,4,2,2,0,58,0,0,0,29,1,207,2,-1,0,3,no
31,10,1,1,0,31,1,0,0,15,5,211,6,-1,0,3,no
26,2,2,1,0,0,1,0,2,21,8,339,10,-1,0,3,no
37,0,1,1,0,99,1,0,2,29,8,113,2,-1,0,3,no
36,6,1,1,0,96,0,0,0,27,1,125,15,-1,0,3,no
47,9,0,2,0,48,0,0,2,27,8,27,2,-1,0,3,no
56,9,0,2,0,1593,1,0,0,31,5,434,4,-1,0,3,no
28,8,2,1,0,5916,0,0,0,20,7,93,5,-1,0,3,no
37,1,1,0,0,1053,1,0,2,29,8,194,2,-1,0,3,no
60,1,1,1,0,241,1,0,1,30,5,42,3,-1,0,3,no
49,0,2,1,0,981,1,0,1,21,9,10,3,-1,0,3,no
42,9,1,1,0,233,0,0,0,20,1,143,4,-1,0,3,no
29,3,1,0,0,417,0,0,0,23,5,108,2,-1,0,3,no
39,1,1,0,0,800,1,0,0,19,9,76,6,-1,0,3,no
44,1,1,1,0,669,1,0,0,13,8,15,7,-1,0,3,no
49,6,1,1,0,1878,1,1,2,23,8,283,11,-1,0,3,no
49,1,1,0,0,371,1,0,0,31,5,18,44,-1,0,3,no
40,9,1,1,0,169,1,0,0,18,1,43,4,-1,0,3,no
41,9,1,1,0,335,0,0,0,18,1,169,3,-1,0,3,no
42,1,1,0,0,714,1,0,2,21,8,18,28,-1,0,3,no
37,4,1,2,0,0,0,0,0,24,9,187,2,-1,0,3,no
31,4,1,2,0,927,0,0,0,18,1,100,4,-1,0,3,no
34,4,2,2,0,6766,0,0,0,28,1,210,5,-1,0,3,no
37,7,1,1,0,2915,0,0,0,26,8,314,2,-1,0,3,no
46,4,1,2,0,74,1,0,0,7,5,15,11,-1,0,3,no
27,4,2,2,0,80,0,0,0,27,8,188,2,-1,0,3,no
35,4,1,2,0,-718,1,1,2,27,8,318,3,-1,0,3,no
31,1,1,1,0,489,1,0,2,23,8,204,4,-1,0,3,no
34,9,1,1,1,91,0,0,0,29,1,67,4,-1,0,3,no
32,1,0,1,0,98,1,0,0,29,4,364,2,-1,0,3,no
58,5,1,1,0,413,0,0,0,27,1,104,5,-1,0,3,no
36,4,1,2,0,-381,1,0,0,31,5,30,29,-1,0,3,no
30,4,2,2,0,2,0,0,0,27,1,19,21,-1,0,3,no
33,9,2,2,0,6,0,0,0,25,1,30,4,-1,0,3,no
31,7,1,1,0,272,1,0,2,13,8,133,12,-1,0,3,no
49,4,2,1,0,0,0,0,0,29,1,121,2,-1,0,3,no
34,4,2,2,0,94,0,0,0,25,1,45,11,-1,0,3,no
34,9,1,1,0,-173,0,0,0,28,1,85,2,-1,0,3,no
37,4,1,1,0,58,0,0,1,28,1,75,20,-1,0,3,no
55,3,1,0,0,136,1,0,2,19,6,15,10,-1,0,3,no
34,9,1,2,0,11126,0,0,0,25,1,140,4,-1,0,3,no
44,1,0,1,0,-239,1,0,2,27,8,111,3,-1,0,3,no
38,4,2,2,0,1515,1,0,1,31,5,42,5,-1,0,3,no
40,4,1,3,0,3165,1,0,1,31,5,77,2,-1,0,3,no
42,2,1,1,0,0,1,0,0,20,9,73,4,-1,0,3,no
34,9,1,1,0,-173,0,0,0,28,1,85,2,-1,0,3,no
26,8,2,2,0,2,0,0,0,30,0,120,2,-1,0,3,no
54,1,1,0,0,-636,1,0,2,30,8,324,3,-1,0,3,no
39,4,2,2,0,816,1,0,0,27,1,37,3,-1,0,3,no
42,4,0,2,0,-259,0,1,0,29,4,149,1,-1,0,3,no
37,9,1,1,0,41,0,0,0,29,1,127,5,-1,0,3,no
36,1,1,1,0,1587,1,0,0,28,5,200,2,-1,0,3,no
50,1,1,1,0,3988,0,0,2,30,6,165,4,-1,0,3,no
30,4,1,2,0,604,0,0,0,25,1,132,2,-1,0,3,no
39,0,1,1,0,8,1,0,1,15,8,155,6,-1,0,3,no
34,9,1,1,0,6,1,0,2,28,8,99,2,-1,0,3,no
32,9,1,1,0,1568,0,0,0,12,1,161,6,-1,0,3,no
47,6,1,2,0,751,0,0,0,24,5,408,14,-1,0,3,no
36,2,2,1,0,475,0,0,0,25,5,141,3,-1,0,3,no
49,4,1,2,0,-969,0,0,0,30,4,61,2,2,1,1,no
35,1,1,3,0,1662,0,0,0,31,5,122,2,-1,0,3,no
40,4,1,2,0,30,1,0,0,28,5,609,6,-1,0,3,no
44,1,1,1,0,3610,1,0,2,29,8,23,15,-1,0,3,no
36,4,2,2,0,0,0,0,0,22,1,136,2,-1,0,3,no
46,3,1,0,0,312,1,1,0,25,5,137,7,-1,0,3,no
35,4,1,2,0,24,1,0,2,26,6,243,2,-1,0,3,no
37,4,1,2,0,1060,0,0,0,20,9,125,3,-1,0,3,no
35,1,1,0,0,442,1,0,2,26,8,129,3,-1,0,3,no
27,4,2,2,0,1277,0,0,0,30,4,267,4,-1,0,3,no
53,9,0,1,0,392,1,0,2,28,8,59,1,-1,0,3,no
49,9,0,1,0,3394,1,0,2,20,6,14,22,-1,0,3,no
30,4,1,2,0,20,0,0,0,26,1,272,10,-1,0,3,no
52,9,2,2,0,1308,1,0,2,29,8,361,1,-1,0,3,no
39,0,1,1,0,406,0,0,0,30,5,253,5,-1,0,3,no
34,9,1,1,0,0,1,0,0,29,1,116,4,-1,0,3,no
44,9,1,1,0,8938,1,0,2,3,6,94,18,-1,0,3,no
39,1,1,3,0,638,1,1,2,28,8,83,2,-1,0,3,no
40,4,2,2,0,326,1,0,2,28,8,64,1,-1,0,3,no
32,7,2,2,0,0,0,0,0,28,1,23,12,-1,0,3,no
33,4,2,2,0,755,1,0,0,28,1,68,12,-1,0,3,no
34,4,1,2,0,630,0,0,0,28,1,54,8,-1,0,3,no
31,9,2,1,0,373,0,0,0,22,1,346,5,-1,0,3,no
40,2,1,1,0,1532,1,1,0,18,9,173,7,-1,0,3,no
44,9,0,1,0,2340,0,0,0,29,5,637,3,-1,0,3,no
32,4,2,1,0,1473,0,0,0,14,1,253,7,-1,0,3,no
27,4,2,2,0,390,0,0,0,28,10,190,1,82,1,2,no
55,6,1,1,0,2678,0,1,0,18,1,151,12,-1,0,3,no
34,9,1,2,0,0,1,1,0,28,0,101,2,-1,0,3,no
32,9,0,1,0,-262,1,0,1,28,1,85,24,-1,0,3,no
26,0,2,1,0,94,0,0,0,29,4,171,1,-1,0,3,no
31,7,2,2,0,1626,0,0,2,31,5,15,1,-1,0,3,no
43,1,1,0,0,548,0,0,0,30,5,100,9,-1,0,3,no
40,9,1,1,0,4594,0,0,1,27,1,296,5,-1,0,3,no
40,9,2,1,0,34,0,0,0,20,1,66,3,-1,0,3,no
32,1,2,1,0,0,0,0,0,23,5,271,6,-1,0,3,no
30,9,1,2,0,1454,0,0,1,30,4,276,3,-1,0,3,no
40,2,1,0,0,324,1,0,0,27,1,205,6,-1,0,3,no
42,9,0,1,0,2974,1,0,2,21,8,187,5,-1,0,3,no
55,1,1,1,0,328,0,1,0,27,1,335,4,-1,0,3,no
43,0,1,1,1,-204,1,0,2,26,8,163,2,-1,0,3,no
45,9,2,2,0,0,0,0,0,22,1,87,4,-1,0,3,no
32,0,2,1,0,197,0,0,0,28,4,205,3,-1,0,3,no
31,9,2,2,0,-1,0,0,0,21,1,117,4,-1,0,3,no
26,0,1,2,0,2855,0,0,0,30,7,52,3,-1,0,3,no
44,1,0,1,0,1781,1,0,0,29,5,48,3,-1,0,3,no
47,1,1,1,0,762,1,0,2,29,8,56,3,-1,0,3,no
43,4,1,2,0,0,1,0,2,16,6,100,17,-1,0,3,no
45,9,1,1,0,297,0,0,0,28,4,210,2,-1,0,3,no
32,9,2,2,0,259,0,0,0,22,5,407,4,-1,0,3,no
37,6,1,1,0,111,0,0,0,26,1,179,8,-1,0,3,no
44,7,1,1,0,361,1,0,2,29,8,217,1,-1,0,3,no
46,4,1,0,0,-268,1,0,2,27,8,99,1,-1,0,3,no
27,8,2,1,0,1423,0,0,2,29,6,8,1,-1,0,3,no
56,4,1,2,0,-45,1,0,2,30,8,116,6,-1,0,3,no
48,9,1,1,0,862,0,0,0,30,5,160,2,-1,0,3,no
52,0,2,0,0,0,0,0,2,19,8,182,11,-1,0,3,no
30,4,2,1,0,46,0,0,0,20,1,93,4,-1,0,3,no
33,9,1,2,0,599,1,0,0,29,1,461,2,-1,0,3,no
37,1,1,1,0,1731,1,1,2,29,8,148,4,-1,0,3,no
33,9,1,2,0,48,0,0,0,27,1,34,14,-1,0,3,no
30,9,2,1,0,133,1,0,0,29,4,113,2,-1,0,3,no
52,7,0,0,1,-1,0,1,0,29,5,112,6,-1,0,3,no
27,1,1,0,0,-443,0,1,0,21,5,93,4,-1,0,3,no
46,3,1,1,0,1000,0,0,0,18,1,96,11,-1,0,3,no
29,0,2,2,0,507,1,0,2,20,6,20,33,-1,0,3,no
20,8,2,0,0,825,0,0,2,28,1,27,1,-1,0,3,no
36,1,1,1,0,-477,1,0,0,30,4,473,2,-1,0,3,no
32,6,1,2,0,102,0,0,0,22,1,398,5,-1,0,3,no
37,4,1,2,0,-113,1,0,2,29,8,219,3,-1,0,3,no
37,9,0,1,0,2686,0,0,0,14,1,144,4,-1,0,3,no
44,9,1,2,0,964,0,0,0,29,5,158,2,-1,0,3,no
38,1,1,1,0,-627,1,1,2,20,6,176,4,-1,0,3,no
35,1,1,1,0,-518,1,0,0,31,5,46,5,-1,0,3,no
35,0,2,2,0,364,0,1,0,30,0,148,1,-1,0,3,no
51,4,0,2,0,1267,1,0,2,30,8,254,2,-1,0,3,no
54,1,1,1,0,5210,1,1,2,30,8,123,4,-1,0,3,no
32,9,2,2,0,705,1,0,0,20,0,20,4,-1,0,3,no
35,4,1,2,0,0,1,0,1,29,5,399,12,-1,0,3,no
26,8,2,3,0,19,0,0,1,30,0,268,1,-1,0,3,no
27,7,0,1,0,397,0,1,0,30,5,192,3,-1,0,3,no
36,9,1,0,0,1653,1,1,2,27,8,336,10,-1,0,3,no
34,1,1,0,0,351,0,1,0,14,5,326,11,-1,0,3,no
53,0,1,1,0,263,0,1,0,18,5,143,7,-1,0,3,no
41,1,1,0,0,0,0,0,0,31,5,22,2,-1,0,3,no
35,4,0,2,0,29,0,0,0,25,1,157,4,-1,0,3,no
39,0,1,1,0,1388,1,0,0,15,5,150,5,-1,0,3,no
49,1,1,1,0,3779,1,0,0,12,1,178,9,-1,0,3,no
42,7,1,1,0,1165,1,0,0,18,8,485,6,-1,0,3,no
26,8,1,2,0,8750,0,0,0,26,7,98,2,-1,0,3,no
37,9,1,1,0,490,1,0,2,30,8,226,1,-1,0,3,no
49,1,1,1,0,16,1,0,2,16,8,193,11,-1,0,3,no
37,1,2,0,0,147,0,0,0,28,5,192,19,-1,0,3,no
54,4,0,2,0,1295,1,0,0,21,5,179,10,-1,0,3,no
50,0,1,1,0,858,0,0,0,9,5,41,12,-1,0,3,no
42,4,1,2,0,4617,1,0,0,31,5,543,2,-1,0,3,no
35,0,2,0,0,8,1,0,2,16,8,148,18,-1,0,3,no
34,4,2,2,0,0,0,0,0,24,5,174,3,-1,0,3,no
32,2,1,1,0,604,0,0,0,29,4,270,1,-1,0,3,no
43,2,1,0,0,1318,1,1,1,11,8,10,8,-1,0,3,no
38,4,1,2,0,46,0,0,0,29,1,70,4,-1,0,3,no
42,0,2,1,0,4343,0,0,0,31,5,245,4,-1,0,3,no
40,7,1,1,0,9374,1,0,0,21,9,7,8,185,1,0,no
38,4,1,2,0,-469,1,0,2,16,6,209,12,-1,0,3,no
37,4,2,2,0,35,1,0,0,18,5,34,3,-1,0,3,no
31,1,1,1,0,631,1,0,2,23,8,248,4,-1,0,3,no
44,2,1,1,0,-20,0,0,2,28,8,167,3,-1,0,3,no
38,4,2,2,0,0,0,0,0,28,1,59,12,-1,0,3,no
37,4,1,2,0,984,1,0,0,18,1,180,4,-1,0,3,no
27,7,2,1,0,2457,1,0,2,29,8,123,4,-1,0,3,no
46,1,1,1,0,209,1,0,0,22,5,126,4,-1,0,3,no
38,2,1,2,0,2069,1,0,0,15,8,358,7,-1,0,3,no
53,2,1,1,0,0,0,0,0,29,1,88,3,-1,0,3,no
54,6,1,3,0,204,0,0,0,27,1,231,5,-1,0,3,no
43,0,1,1,0,2682,0,0,0,30,5,103,8,-1,0,3,no
46,4,1,2,0,473,1,0,0,18,1,201,4,-1,0,3,no
36,1,1,0,0,111,1,0,2,23,8,163,3,-1,0,3,no
51,1,1,0,0,581,0,0,0,25,1,121,4,-1,0,3,no
48,1,1,1,0,2214,0,0,0,19,1,607,7,-1,0,3,no
33,9,2,2,0,176,0,0,0,29,1,112,2,-1,0,3,no
35,4,1,2,0,3168,0,0,0,22,1,24,30,-1,0,3,no
39,1,0,1,0,0,1,0,0,12,8,15,7,-1,0,3,no
34,4,2,2,0,184,0,0,0,22,5,203,4,-1,0,3,no
24,9,2,0,0,126,1,0,2,20,6,10,58,-1,0,3,no
34,4,2,1,0,194,0,0,0,29,1,186,2,-1,0,3,no
47,0,1,1,0,-1091,1,1,0,31,5,153,4,-1,0,3,no
38,4,1,2,0,8,1,0,0,15,8,17,8,-1,0,3,no
32,4,1,2,0,2431,0,0,0,28,1,19,19,-1,0,3,no
57,9,1,1,0,295,0,0,0,19,1,151,11,-1,0,3,no
32,6,1,1,0,-1668,1,1,0,16,5,166,6,-1,0,3,no
46,7,1,1,0,12,0,0,0,26,1,225,3,-1,0,3,no
38,0,1,0,0,0,1,0,2,2,6,29,32,-1,0,3,no
31,10,1,1,0,31,1,0,0,15,5,211,6,-1,0,3,no
30,9,2,1,0,276,0,1,0,25,1,159,5,-1,0,3,no
29,7,2,1,0,-205,0,0,0,30,4,194,1,-1,0,3,no
33,9,2,2,0,176,0,0,0,29,1,112,2,-1,0,3,no
29,7,2,1,0,209,1,0,0,28,5,487,7,-1,0,3,no
33,4,0,1,0,106,0,0,0,20,1,175,3,-1,0,3,no
41,9,2,1,0,568,1,0,2,30,8,72,2,-1,0,3,no
27,1,1,0,0,237,1,0,0,22,5,283,6,-1,0,3,no
35,4,2,2,0,3137,1,0,2,23,8,72,3,-1,0,3,no
26,1,1,1,0,0,1,0,1,23,5,157,4,-1,0,3,no
28,0,2,1,0,1823,0,0,0,29,4,237,1,-1,0,3,no
34,9,2,1,0,95,0,0,0,22,1,119,8,-1,0,3,no
45,0,0,3,0,998,1,0,1,30,5,38,2,-1,0,3,no
28,4,1,2,0,264,0,0,0,28,4,183,1,-1,0,3,no
48,3,1,0,0,380,1,0,0,22,5,188,5,-1,0,3,no
45,2,1,0,0,488,1,0,1,28,5,90,11,-1,0,3,no
48,4,0,2,0,108,1,0,2,27,8,89,2,-1,0,3,no
35,9,1,1,0,-288,1,1,0,30,0,126,3,-1,0,3,no
47,7,1,3,1,0,0,0,0,28,1,21,22,-1,0,3,no
33,7,1,1,0,1553,1,0,2,27,8,492,8,-1,0,3,no
32,10,2,0,0,911,0,1,0,20,9,42,7,-1,0,3,no
38,9,2,1,0,12,1,0,2,28,8,150,2,-1,0,3,no
39,1,1,1,0,1439,1,0,1,28,5,73,6,-1,0,3,no
46,4,2,2,0,2154,1,0,0,21,5,87,4,-1,0,3,no
30,1,2,0,0,71,1,0,2,19,8,122,6,-1,0,3,no
46,1,1,1,0,1272,0,0,0,25,1,164,4,-1,0,3,no
33,4,1,2,0,603,1,0,0,29,4,265,1,-1,0,3,no
35,7,1,1,0,819,1,0,1,14,5,102,14,-1,0,3,no
49,7,1,1,0,0,0,0,0,26,1,189,4,-1,0,3,no
37,1,1,1,0,417,0,0,0,31,5,1212,5,-1,0,3,no
31,7,1,1,0,338,1,0,0,28,4,155,1,-1,0,3,no
44,11,1,3,0,722,1,0,1,22,5,269,2,-1,0,3,no
32,7,1,1,0,580,1,0,0,30,0,69,1,-1,0,3,no
35,9,2,2,0,2288,0,0,1,28,8,32,2,-1,0,3,no
36,9,1,2,1,63,0,0,0,28,1,12,14,-1,0,3,no
53,6,1,2,0,2627,1,1,2,16,6,18,30,-1,0,3,no
44,9,1,2,0,1818,1,1,0,30,0,247,1,-1,0,3,no
49,5,1,0,0,18,0,0,2,30,5,9,1,-1,0,3,no
36,4,2,2,0,1841,1,0,0,25,1,141,4,-1,0,3,no
46,1,1,1,0,3,0,0,0,26,1,153,14,-1,0,3,no
33,1,1,1,0,745,1,0,2,23,8,115,4,-1,0,3,no
46,1,1,3,0,83,0,0,2,20,6,38,5,-1,0,3,no
43,4,1,2,0,0,0,0,0,18,1,241,5,-1,0,3,no
25,1,2,1,0,579,1,0,2,28,8,225,4,-1,0,3,no
30,7,2,2,0,3516,1,0,2,29,8,447,4,-1,0,3,no
35,0,1,2,0,0,1,0,0,28,5,151,7,-1,0,3,no
44,9,1,1,0,56,0,0,0,22,1,148,8,-1,0,3,no
56,0,1,1,0,2796,0,0,1,31,5,39,3,-1,0,3,no
37,1,1,0,0,-196,1,0,2,26,8,166,2,-1,0,3,no
31,2,1,2,0,-231,1,0,0,26,1,221,2,-1,0,3,no
46,1,1,0,0,-160,0,1,1,25,5,93,11,-1,0,3,no
37,4,2,2,0,695,0,0,0,28,4,233,1,-1,0,3,no
41,0,2,1,1,0,0,1,0,21,9,305,6,-1,0,3,no
40,9,1,1,0,1716,1,0,0,12,1,226,8,-1,0,3,no
36,8,2,1,0,904,0,0,2,20,6,10,8,-1,0,3,no
42,4,1,1,0,580,0,0,0,22,1,67,2,-1,0,3,no
45,9,1,1,0,88,0,0,0,29,1,150,2,-1,0,3,no
30,1,2,0,0,4009,1,0,2,23,8,260,4,-1,0,3,no
40,1,1,1,0,925,1,1,2,20,6,22,8,-1,0,3,no
49,0,0,1,0,769,0,0,0,30,5,157,4,-1,0,3,no
45,4,1,2,0,634,1,0,0,25,5,227,1,-1,0,3,no
32,4,2,2,0,566,0,0,0,30,0,114,2,-1,0,3,no
36,1,1,1,0,6699,1,0,0,20,0,201,3,-1,0,3,no
56,4,1,2,0,665,0,0,0,29,1,25,12,-1,0,3,no
32,1,2,0,0,315,1,0,2,30,8,61,2,-1,0,3,no
30,1,1,0,0,9194,1,0,2,23,8,178,2,-1,0,3,no
36,0,1,1,0,1733,0,1,0,22,5,204,3,-1,0,3,no
53,2,1,2,0,49,0,1,0,23,5,419,5,-1,0,3,no
53,4,1,2,0,37,0,0,0,28,1,51,9,-1,0,3,no
33,4,1,2,0,255,1,0,0,21,5,75,2,-1,0,3,no
34,1,1,1,0,7216,1,0,2,26,8,143,2,-1,0,3,no
28,9,2,2,0,-803,1,1,2,11,6,222,9,-1,0,3,no
50,9,1,1,0,-157,1,0,2,27,8,353,3,-1,0,3,no
34,1,1,1,0,322,1,0,0,20,0,10,3,-1,0,3,no
33,4,1,2,0,310,0,0,0,29,1,179,2,-1,0,3,no
41,0,2,3,0,350,1,0,0,29,4,103,1,-1,0,3,no
52,11,1,0,0,247,0,0,0,29,5,268,6,-1,0,3,no
33,7,1,1,0,837,1,0,0,28,5,301,2,-1,0,3,no
42,9,1,3,0,-401,1,0,1,29,1,145,2,-1,0,3,no
39,4,2,2,0,572,1,0,0,31,5,153,20,-1,0,3,no
34,4,1,1,0,15,0,0,0,25,1,184,7,-1,0,3,no
37,4,1,1,0,857,1,0,0,28,4,132,1,-1,0,3,no
32,7,1,1,0,55,1,0,2,15,8,546,9,-1,0,3,no
30,4,2,2,0,2317,1,0,2,26,8,260,5,-1,0,3,no
43,9,1,1,0,-496,1,0,2,29,8,100,2,-1,0,3,no
43,4,0,2,0,3163,1,0,0,22,5,211,3,-1,0,3,no
45,4,1,2,0,-459,0,0,0,21,1,508,6,-1,0,3,no
30,4,2,2,0,168,0,0,0,27,1,35,13,-1,0,3,no
33,4,2,2,0,3170,0,0,0,28,10,246,2,-1,0,3,no
37,0,1,1,0,3427,0,0,0,27,3,46,1,-1,0,3,no
44,0,1,1,0,345,1,0,1,16,5,208,8,-1,0,3,no
33,9,1,1,0,181,1,1,1,28,5,265,2,-1,0,3,no
30,9,1,1,0,32,0,0,0,29,1,73,2,-1,0,3,no
32,9,1,1,0,235,1,0,1,28,1,688,6,-1,0,3,no
47,9,1,1,0,644,0,0,1,21,1,169,13,-1,0,3,no
36,1,0,1,0,1305,1,0,0,16,5,345,10,-1,0,3,no
41,4,1,2,0,6563,0,0,0,27,1,136,8,-1,0,3,no
43,4,0,2,0,3163,1,0,0,22,5,211,3,-1,0,3,no
34,4,1,2,0,115,1,0,0,26,0,117,3,-1,0,3,no
33,1,1,0,0,827,1,0,0,18,8,18,4,-1,0,3,no
30,4,2,2,0,849,1,0,2,28,8,261,6,-1,0,3,no
46,9,1,1,0,410,0,1,0,21,9,162,5,-1,0,3,no
34,4,2,1,0,194,0,0,0,29,1,186,2,-1,0,3,no
27,4,1,2,0,2729,1,0,0,24,5,218,2,-1,0,3,no
36,9,2,1,0,35,0,0,0,29,1,493,2,-1,0,3,no
42,1,1,0,0,5,1,0,0,25,5,112,2,-1,0,3,no
38,11,1,3,0,653,0,0,1,29,1,17,18,-1,0,3,no
57,5,1,2,0,138,0,0,2,26,8,157,5,-1,0,3,no
39,0,1,2,0,722,0,0,1,23,0,141,1,-1,0,3,no
30,9,2,2,0,6683,0,0,0,30,4,180,1,-1,0,3,no
26,4,2,2,0,6791,0,0,1,29,0,164,23,-1,0,3,no
30,9,2,2,0,849,0,0,0,28,1,81,4,-1,0,3,no
44,2,1,2,0,3463,1,1,0,28,1,210,3,-1,0,3,no
41,4,1,2,0,49,1,0,0,17,5,312,5,-1,0,3,no
44,4,0,2,0,476,1,1,2,26,8,127,2,-1,0,3,no
41,4,2,2,0,4522,0,0,0,28,1,55,1,-1,0,3,no
43,0,1,3,0,1998,1,0,0,20,9,48,4,-1,0,3,no
32,9,2,2,0,259,0,0,0,22,5,407,4,-1,0,3,no
29,1,1,0,0,79,1,0,2,27,8,22,2,-1,0,3,no
33,1,1,0,0,2720,1,0,2,26,8,147,3,-1,0,3,no
27,8,2,1,0,568,1,0,0,18,8,28,6,-1,0,3,no
54,1,1,1,0,5210,1,1,2,30,8,123,4,-1,0,3,no
46,4,2,3,0,312,1,0,2,19,6,108,4,-1,0,3,no
31,1,2,0,0,-502,1,0,2,29,8,76,4,-1,0,3,no
34,4,2,2,0,4687,0,0,0,26,1,10,19,-1,0,3,no
44,1,1,1,0,5414,0,0,0,30,5,166,4,-1,0,3,no
33,6,1,1,0,215,1,0,0,29,5,543,12,-1,0,3,no
51,3,2,0,0,723,0,0,0,29,4,51,1,-1,0,3,no
31,4,1,2,0,927,0,0,0,18,1,100,4,-1,0,3,no
33,4,1,2,0,1122,0,0,0,30,0,187,10,-1,0,3,no
39,0,1,1,0,406,0,0,0,30,5,253,5,-1,0,3,no
33,9,2,1,0,181,1,0,0,13,8,25,7,-1,0,3,no
42,1,1,1,0,525,1,0,2,20,6,10,6,-1,0,3,no
47,0,1,1,0,29,0,1,0,22,1,150,8,-1,0,3,no
